,Timestamp,family,"What is your pet's name? (As a reminder, you should submit one separate survey for each cat you have.)",How did you acquire this cat?,"If your cat came from a cat cafe, or if you indicated you adopted this cat from ""Other"", please give the name of the cafe or other adoption/purchase source below:",In which of the following life stages is this cat?,"How long, in years, have you had this cat? (Please round up or round down to the closest whole number.)",Which of these best describes your cat's coat color? ,"If your cat's coat was marked as ""Other"", please describe the cat's coloration below:","Approximately how much does your cat weigh, in pounds? (Please use decimals instead of fractions if you know your cat's weight very specifically.)","On a scale from 1 to 10, with 1 being ""scaredy cat"" and 10 being ""social butterfly"", how social is your cat around people?","On a scale from 1 to 10, with 1 being ""Has one brain cell"" and 10 being ""Kitty Einstein"", how intelligent do you think your cat is? (A nice simple quiz you can use to gauge this based on everyday behaviors can be found here.)","On a scale from 1 to 10, with 1 being ""Couch potato"" and 10 being ""Always in motion"", how active/playful is your cat?","On a scale from 1 to 10, with 1 being ""Cat's got his tongue"" and 10 being ""Chatty Cathy"", how vocal is your cat?"
322,6/7/2023 13:20:39,184,Panda,Found as a stray,,Senior (11-14 years),13,Classic tuxedo (black and white),,12,4,7,4,7
323,6/7/2023 13:21:58,184,Peony,Found as a stray,,Senior (11-14 years),7,Other,Torbie,8,10,8,5,2
324,6/7/2023 13:25:59,185,Dibley,Adopted through animal shelter/rescue group,,Mature (7--10 years),8,Calico,,8,7,5,8,10
325,6/7/2023 13:26:06,186,Pretzels ,Adopted at a cat cafe,,Adult (3--6 years),Three years ,Gray tabby/gray tabby with white,,11,6,5,3,6
326,6/7/2023 13:27:24,185,Jango,Adopted through animal shelter/rescue group,,Super Senior (15 years+),16,Calico,,8,2,9,3,2
327,6/7/2023 13:37:03,187,Misa,Found as a stray,,Mature (7--10 years),9years,Orange tabby/orange tabby with white,,8lbs,7,7,5,6
328,6/7/2023 13:40:22,188,Ty,Acquired through a friend or relative,,Super Senior (15 years+),18 years,Seal point,,21 lbs,10,5,4,10
329,6/7/2023 13:39:19,188,Darby,Acquired through a friend or relative,,Super Senior (15 years+),18 years,Seal point,,12 lbs,5,9,3,10
330,6/7/2023 13:41:34,188,Shrimp,Found as a stray,,Senior (11-14 years),12 years ,Solid black,,13 lbs,3,5,5,1
331,6/7/2023 13:42:24,189,Rosabell,Acquired through a friend or relative,,Mature (7--10 years),10,Gray tabby/gray tabby with white,,7,8,5,2,3
332,6/7/2023 13:43:46,189,Kraggle,Bred at home/from owned pet,,Mature (7--10 years),8,Solid black,,5,9,4,5,8
333,6/7/2023 13:54:33,190,Oscar ,Acquired through a friend or relative,,Adult (3--6 years),5 years,Classic tuxedo (black and white),,10 lbs,1,7,5,2
334,6/7/2023 13:56:29,190,Clare,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1.5 years,Calico,,5 lbs (she's a dwarf kitty),10,10,10,8
335,6/7/2023 13:58:50,190,Sissy,Found as a stray,,Adult (3--6 years),3 years,Other,Flame point siamese ,9.5 lbs,2,5,5,2
336,6/7/2023 14:00:19,190,Cali,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2 years ,Calico,,10 lbs,2,7,6,3
337,6/7/2023 14:07:01,191,Calico,Found as a stray,,Adult (3--6 years),3 years,Calico,,10 lbs,1,8,7,9
338,6/7/2023 14:08:39,191,Klickitat,Purchased from a breeder,,Senior (11-14 years),14,Seal point,,14 lbs,10,10,3,10
339,6/7/2023 14:20:08,192,Pancake,Adopted through animal shelter/rescue group,,Adult (3--6 years),3,Solid black,,12,1,8,7,4
340,6/7/2023 14:34:54,193,Taz,Adopted at a cat cafe,,Adult (3--6 years),3,Other,Brown arrowhead Bengal markings,12,10,2,2,8
341,6/7/2023 14:37:17,194,Pepper,Found as a stray,,Mature (7--10 years),5 Years,Gray tabby/gray tabby with white,,11 pounds,3,1,1,1
342,6/7/2023 14:39:30,195,Mr. Boy,Adopted at a cat cafe,,Mature (7--10 years),3,Gray tuxedo (gray and white),,15,5,9,3,6
343,6/7/2023 14:41:11,195,Chrissy,Adopted at a cat cafe,,Adult (3--6 years),2,Gray tuxedo (gray and white),,8,2,4,7,2
344,6/7/2023 14:55:59,196,Mookie,Adopted through animal shelter/rescue group,,Adult (3--6 years),5,Gray tabby/gray tabby with white,,16,7,9,7,8
345,6/7/2023 14:57:11,197,Apollo,Adopted through animal shelter/rescue group,,Adult (3--6 years),6,Orange tabby/orange tabby with white,,10,7,5,5,9
346,6/7/2023 14:58:00,197,Icarus,Acquired through a friend or relative,,Mature (7--10 years),9,Gray tabby/gray tabby with white,,14,2,5,4,5
347,6/7/2023 15:02:19,198,Bruiser ,Adopted through animal shelter/rescue group,,Adult (3--6 years),1,Solid gray,,20,10,10,3,10
348,6/7/2023 15:08:01,199,Lulu,Adopted through animal shelter/rescue group,,Mature (7--10 years),9,Other,Dilute torbie,7.5,8,7,8,5
349,6/7/2023 15:12:34,200,Scratch,Acquired through a friend or relative,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,7,Solid black,,14,10,8,7,2
350,6/7/2023 15:18:24,201,Chloe,Acquired through a friend or relative,,Senior (11-14 years),10 years,Brown tabby/brown tabby with white,,11,8,7,5,7
351,6/7/2023 15:19:53,202,Marble,Adopted through animal shelter/rescue group,,Super Senior (15 years+),15,Other,Buff/tan,16,8,8,3,10
352,6/7/2023 15:21:29,202,Pistol Pete,Adopted through animal shelter/rescue group,,Adult (3--6 years),4,Brown tabby/brown tabby with white,,14,8,7,7,5
353,6/7/2023 15:23:19,202,Miss Purrscilla,Adopted at a cat cafe,,Adult (3--6 years),3,Calico,,9,3,6,7,2
354,6/7/2023 15:24:53,203,Cupcake,Adopted through animal shelter/rescue group,,Senior (11-14 years),11,Classic tuxedo (black and white),,10,4,7,6,7
355,6/7/2023 15:28:32,204,Dipstick ,Acquired through a friend or relative,,Adult (3--6 years),3,Tortoiseshell,,6.6,7,9,5,9
356,6/7/2023 15:27:20,204,Fuzzums,Acquired through a friend or relative,,Adult (3--6 years),3,Tortoiseshell,,5.5,3,1,5,2
357,6/7/2023 15:34:28,129,Theo,Received as a gift,,Adult (3--6 years),4,Classic tuxedo (black and white),,15,8,8,3,8
358,6/7/2023 15:35:15,205,Boo Radley,Acquired through a friend or relative,,Mature (7--10 years),10,Brown tabby/brown tabby with white,,15,5,8,5,3
359,6/7/2023 15:35:37,129,Theo,Received as a gift,,Adult (3--6 years),4,Classic tuxedo (black and white),,12,8,2,5,5
360,6/7/2023 15:37:21,129,Aurora,Purchased from a breeder,,Adult (3--6 years),5,Other,She is half spyhnx and half siamese,13,2,8,6,4
361,6/7/2023 15:43:21,206,Arya,Acquired through a friend or relative,,Senior (11-14 years),11,Classic tuxedo (black and white),,21,3,7,2,1
362,6/7/2023 15:44:31,206,Sophie,Acquired through a friend or relative,,Senior (11-14 years),11,Gray tabby/gray tabby with white,,22,1,1,1,1
363,6/7/2023 15:44:59,207,Sir Winston,Adopted through animal shelter/rescue group,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,One year,Solid black,,9 pounds,8,8,9,7
364,6/7/2023 15:49:18,208,Kitten,Found as a stray,,Senior (11-14 years),12 years,Tortoiseshell,,11,10,7,10,8
365,6/7/2023 16:05:18,149,Ava,Acquired through a friend or relative,,Adult (3--6 years),4,Solid black,,7,4,8,6,2
366,6/7/2023 16:07:38,149,Sable,Found as a stray,,Adult (3--6 years),3,Solid black,,9,5,8,7,5
367,6/7/2023 16:10:06,209,Sabrina,Adopted through animal shelter/rescue group,,Super Senior (15 years+),19,Other,Gray with ivory around the face and peach highlights on the body.,10 lbs,10,9,6,8
368,6/7/2023 16:10:13,149,Cheeto,Found as a stray,,Adult (3--6 years),1,Brown tabby/brown tabby with white,,14,10,9,8,9
369,6/7/2023 16:12:17,209,Aubrey,Adopted through animal shelter/rescue group,,Senior (11-14 years),13,Tortoiseshell,,10 lbs,5,8,6,8
370,6/7/2023 16:13:52,210,Nightmare,Acquired through a friend or relative,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,He will be 2 in august and I got him the day he was able to be separated from his mom,Solid black,,20,10,2,5,10
371,6/7/2023 16:17:39,210,Hash E. Brown,Acquired through a friend or relative,,Adult (3--6 years),6 months,Orange tabby/orange tabby with white,,28,6,3,3,2
372,6/7/2023 16:23:03,210,Natika,Adopted through animal shelter/rescue group,,Mature (7--10 years),4 years,Other,She’s a blue Persian who is mostly grey but has brown spots,23lbs,1,4,1,6
373,6/7/2023 16:24:22,210,Midnight,Acquired through a friend or relative,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2 in July ,Solid black,,9 lbs,1,1,7,7
374,6/7/2023 16:58:21,211,Roach,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1 ( he was tiny when found - had to feed with formula and bottle),Gray tabby/gray tabby with white,,8,8,7,5,4
375,6/7/2023 17:11:17,212,Tictic,Found as a stray,,Adult (3--6 years),5,Other,Chocolate w. black points; classic siamese ,17,8,4,4,2
376,6/7/2023 17:14:08,213,Romy,Adopted through animal shelter/rescue group,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,12 years,Orange tabby/orange tabby with white,,12lbs,3,3,3,6
377,6/7/2023 17:15:19,213,Brynn,Adopted through animal shelter/rescue group,,Kitten (Birth--6 months) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,3years,Solid black,,15lbs,8,6,6,5
378,6/7/2023 17:21:19,214,Pumpkin,Found as a stray,,Mature (7--10 years),8,Orange tabby/orange tabby with white,,14,10,3,5,8
379,6/7/2023 17:27:56,215,Hera,Acquired through a friend or relative,,Senior (11-14 years),13,Calico,,9.5 lbs,6,9,3,4
380,6/7/2023 17:54:33,216,Will Feral,Adopted at a cat cafe,,Senior (11-14 years),3,Orange tabby/orange tabby with white,,12,1,7,6,10
381,6/7/2023 17:57:34,216,Izzabella,Adopted through animal shelter/rescue group,,Senior (11-14 years),14,Brown tabby/brown tabby with white,,11,10,8,6,8
382,6/7/2023 17:57:51,217,Lyla,Adopted through animal shelter/rescue group,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,9,Gray tabby/gray tabby with white,,8.5 lbs,6,10,5,3
383,6/7/2023 17:59:04,216,LillyBiscuit ,Adopted through animal shelter/rescue group,,Mature (7--10 years),1,Orange tabby/orange tabby with white,,10,10,8,8,10
384,6/7/2023 17:59:41,217,Theo,Acquired through a friend or relative,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,4,Brown tabby/brown tabby with white,,19.5 lbs,1,1,6,1
385,6/7/2023 18:00:52,216,Blaze,Adopted through animal shelter/rescue group,,Adult (3--6 years),1,Orange tabby/orange tabby with white,,12,6,8,7,5
386,6/7/2023 18:03:41,216,Zamee,Found as a stray,,Super Senior (15 years+),15,Solid black,,8,5,8,5,10
387,6/7/2023 18:06:51,216,Ellee,Acquired through a friend or relative,,Senior (11-14 years),8,Classic tuxedo (black and white),,13,10,8,3,5
388,6/7/2023 18:13:19,218,Orangellow,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Orange tabby/orange tabby with white,,12,10,10,9,7
389,6/7/2023 18:32:29,219,Cthulhu ,Acquired through a friend or relative,,Super Senior (15 years+),15,Solid black,,14.8 lbs,5,6,4,6
390,6/7/2023 18:34:57,219,Bowie,Found as a stray,,Senior (11-14 years),11,Solid white,,12 lbs,10,6,7,8
391,6/7/2023 20:37:33,220,Fluff,Acquired through a friend or relative,,Senior (11-14 years),11years,Gray tuxedo (gray and white),,8 lbs,9,7,3,2
392,6/7/2023 20:54:27,221,Storm,Found as a stray,,Senior (11-14 years),11,Orange tabby/orange tabby with white,,12,3,8,4,2
393,6/7/2023 20:56:47,221,Rain,Acquired through a friend or relative,,Senior (11-14 years),11,Calico,,12,5,9,3,3
394,6/7/2023 21:00:05,221,Malcolm ,Adopted through animal shelter/rescue group,,Mature (7--10 years),5,Other,Butterscotch and white,12,2,7,7,10
395,6/7/2023 21:18:11,222,Kitty,Acquired through a friend or relative,,Kitten (Birth--6 months) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,3,Calico,,6,10,10,7,4
396,6/7/2023 21:19:28,222,Miko,Acquired through a friend or relative,,Kitten (Birth--6 months) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1,Orange tabby/orange tabby with white,,12,3,1,4,9
397,6/7/2023 21:48:42,223,Fezziwig,Found as a stray,,Adult (3--6 years),3 years,Orange tabby/orange tabby with white,,11 lbs,2,7,7,3
398,6/7/2023 21:49:12,224,Chauncey,Found as a stray,,Super Senior (15 years+),14,Brown tabby/brown tabby with white,,11,8,7,3,4
399,6/7/2023 21:49:59,225,Jeffery Allen Goldblum,Acquired through a friend or relative,,Adult (3--6 years),4 yrs 3 mo,Gray tabby/gray tabby with white,,24,8,7,8,8
400,6/7/2023 21:50:12,223,Rizzo,Found as a stray,,Adult (3--6 years),6 years,Gray tabby/gray tabby with white,,16 lbs,8,7,6,2
401,6/7/2023 22:01:20,224,Travis,Adopted through animal shelter/rescue group,,Senior (11-14 years),14,Gray tuxedo (gray and white),,17,3,3,3,3
402,6/7/2023 22:02:43,224,Lola,Adopted through animal shelter/rescue group,,Super Senior (15 years+),15,Solid black,,7,8,9,7,10
403,6/7/2023 22:41:25,226,Morgan,Found as a stray,,Super Senior (15 years+),16,Solid black,,9,10,5,3,10
404,6/7/2023 22:42:55,226,Mook,Found as a stray,,Super Senior (15 years+),15,Solid white,,12,6,1,2,6
405,6/7/2023 22:44:06,226,Thomas,Found as a stray,,Senior (11-14 years),11,Orange tabby/orange tabby with white,,13,8,3,4,4
406,6/7/2023 22:45:27,226,Newt,Found as a stray,,Mature (7--10 years),8,Classic tuxedo (black and white),,13,1,3,6,2
407,6/7/2023 22:46:47,226,Nacho,Found as a stray,,Adult (3--6 years),5,Orange tabby/orange tabby with white,,12,10,4,8,3
408,6/7/2023 22:48:20,226,Mojito,Found as a stray,,Adult (3--6 years),4,Other,Lynx point Siamese mix,14,1,1,4,4
409,6/7/2023 22:49:28,226,L.C.,Acquired through a friend or relative,,Mature (7--10 years),3,Gray tabby/gray tabby with white,,8,1,4,3,1
410,6/7/2023 22:51:17,226,Whisper AKA Stinky,Adopted through animal shelter/rescue group,,Adult (3--6 years),4,Gray tabby/gray tabby with white,,5,1,1,5,5
411,6/7/2023 22:54:55,227,Tink,Found as a stray,,Mature (7--10 years),9,Solid black,,9,8,9,6,7
412,6/7/2023 22:56:02,227,Cozy,Adopted through animal shelter/rescue group,,Mature (7--10 years),8,Gray tuxedo (gray and white),,10,1,5,2,2
413,6/7/2023 22:57:27,227,Kenzie,Found as a stray,,Adult (3--6 years),6,Solid black,,12,6,1,4,6
414,6/7/2023 22:59:25,227,Bethie McMoo,Found as a stray,,Adult (3--6 years),6,Other,Black and White -cow pattern,11,6,7,4,3
415,6/7/2023 23:00:40,227,Tavi McMoo,Found as a stray,,Adult (3--6 years),6,Other,Black and white - cow pattern,13,3,6,6,7
416,6/7/2023 23:01:39,227,Lumi,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Classic tuxedo (black and white),,8,9,9,10,9
417,6/7/2023 23:02:49,227,Snowball,Found as a stray,,Super Senior (15 years+),15,Solid white,,10,8,7,6,7
418,6/7/2023 23:04:27,227,Scout,Acquired through a friend or relative,,Super Senior (15 years+),13,Gray tuxedo (gray and white),,9,8,5,2,4
419,6/7/2023 23:05:49,227,Blue,Found as a stray,,Adult (3--6 years),4,Tortoiseshell,,9,2,8,2,4
420,6/7/2023 23:06:56,227,Gracie,Acquired through a friend or relative,,Mature (7--10 years),2,Tortoiseshell,,12,4,5,2,8
421,6/7/2023 23:10:28,227,Charlotte,Found as a stray,,Adult (3--6 years),4,Calico,,10,1,5,3,1
422,6/7/2023 23:21:12,228,Baby girl cat ,Acquired through a friend or relative,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Solid black,,7 lbs ,8,8,4,2
423,6/7/2023 23:31:40,229,Bruce,Adopted through animal shelter/rescue group,,Mature (7--10 years),3,Classic tuxedo (black and white),,15lbs,10,8,7,5
424,6/7/2023 23:39:18,230,Walker,Adopted at a cat cafe,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Gray tabby/gray tabby with white,,6,10,9,9,8
425,6/8/2023 3:30:54,231,Violet,Purchased from a breeder,,Mature (7--10 years),7,Gray tabby/gray tabby with white,,14,7,6,4,9
426,6/8/2023 3:33:47,231,Charlie ,Adopted through animal shelter/rescue group,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Other,Black tuxedo ,9,6,8,6,6
427,6/8/2023 3:37:45,232,Callie,Purchased from a pet store,,Kitten (Birth--6 months) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,8,Solid gray,,9,1,10,5,5
428,6/8/2023 4:57:12,233,Pickles,Acquired through a friend or relative,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1,Orange tabby/orange tabby with white,,7lbs,8,2,10,8
429,6/8/2023 5:00:13,233,Harrison,Bred at home/from owned pet,,Super Senior (15 years+),15 years,Gray tabby/gray tabby with white,,8lbs,3,8,3,8
430,6/8/2023 7:00:43,234,Cali,Adopted through animal shelter/rescue group,,Mature (7--10 years),4,Calico,,11,3,7,4,3
431,6/8/2023 7:02:14,234,Stella,Adopted through animal shelter/rescue group,,Adult (3--6 years),3,Brown tabby/brown tabby with white,,11,3,7,3,6
432,6/8/2023 7:03:50,234,Sage,Adopted through animal shelter/rescue group,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Brown tabby/brown tabby with white,,9,10,7,7,7
433,6/8/2023 7:05:04,234,Bella,Received as a gift,,Mature (7--10 years),10,Gray tabby/gray tabby with white,,10,9,7,7,6
434,6/8/2023 7:52:37,235,Kaya,Adopted through animal shelter/rescue group,,Adult (3--6 years),3,Calico,,11,2,5,7,10
435,6/8/2023 8:13:18,236,Nala,Adopted through animal shelter/rescue group,,Adult (3--6 years),3,Gray tabby/gray tabby with white,,14 lb,5,7,6,9
436,6/8/2023 8:14:43,236,Simba,Adopted through animal shelter/rescue group,,Adult (3--6 years),3,Gray tabby/gray tabby with white,,15 lb,7,6,3,3
437,6/8/2023 9:21:49,237,Anakin,Adopted at a cat cafe,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Orange tabby/orange tabby with white,,10,3,8,5,6
438,6/8/2023 11:45:59,238,Cali,Adopted through animal shelter/rescue group,,Adult (3--6 years),4,Calico,,12,3,7,3,8
439,6/8/2023 11:47:05,238,Victoria,Received as a gift,,Adult (3--6 years),6,Classic tuxedo (black and white),,14,10,10,8,10
440,6/8/2023 11:49:14,238,Toast,Adopted through animal shelter/rescue group,,Mature (7--10 years),4,Tortoiseshell,,8,5,8,10,10
441,6/8/2023 11:50:27,238,Lilly ,Adopted through animal shelter/rescue group,,Adult (3--6 years),5,Gray tabby/gray tabby with white,,14,10,9,7,10
442,6/8/2023 15:15:11,239,Alice,Found as a stray,,Adult (3--6 years),3,Solid white,,7,8,4,5,8
443,6/8/2023 18:30:50,240,Maude,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1,Calico,,14,8,8,2,2
444,6/8/2023 21:59:11,241,Butter,Adopted through animal shelter/rescue group,,Mature (7--10 years),7 years,Orange tabby/orange tabby with white,,10,3,5,4,9
445,6/8/2023 22:17:32,242,Leo,Found as a stray,,Adult (3--6 years),3years,Orange tabby/orange tabby with white,,5 lbs,4,4,7,3
446,6/8/2023 22:32:16,243,Eureka,Found as a stray,,Senior (11-14 years),13,Orange tabby/orange tabby with white,,6,8,4,2,10
447,6/8/2023 22:42:31,243,Zeus,Found as a stray,,Kitten (Birth--6 months) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,13,Orange tabby/orange tabby with white,,10,9,8,3,8
448,6/8/2023 22:44:05,243,Bandit,Found as a stray,,Adult (3--6 years),3,Solid black,,7,6,6,7,7
449,6/8/2023 22:45:32,243,Ozma,Adopted through animal shelter/rescue group,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Classic tuxedo (black and white),,12,9,10,10,10
450,6/8/2023 23:09:43,244,Harley ,Adopted through animal shelter/rescue group,,Adult (3--6 years),2,Gray tabby/gray tabby with white,,21,9,9,3,3
451,6/8/2023 23:11:18,244,Corbin ,Found as a stray,,Senior (11-14 years),13,Brown tabby/brown tabby with white,,18,1,7,2,5
452,6/8/2023 23:12:45,244,Cooper,Found as a stray,,Adult (3--6 years),3,Orange tabby/orange tabby with white,,15,6,8,5,5
453,6/8/2023 23:14:01,244,Stevie,Found as a stray,,Adult (3--6 years),3,Solid gray,,16,1,7,5,4
454,6/8/2023 23:15:12,244,Tebby,Found as a stray,,Adult (3--6 years),2,Classic tuxedo (black and white),,13,6,6,6,6
455,6/9/2023 6:58:52,245,Fizzy Orange,Found as a stray,,Adult (3--6 years),2,Orange tabby/orange tabby with white,,15,10,6,6,4
456,6/9/2023 7:00:59,245,Jiggy,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1year,Orange tabby/orange tabby with white,,20 pounds,8,2,5,4
457,6/9/2023 7:03:11,245,Tot,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1,Other,Muted tortie,5,2,8,6,1
458,6/9/2023 7:05:33,245,Boo boo kitty,Adopted through animal shelter/rescue group,,Senior (11-14 years),3 years,Other,Black and white,10,4,9,3,3
459,6/9/2023 9:09:18,246,Mouse,Acquired through a friend or relative,,Mature (7--10 years),7,Calico,,11,2,7,5,9
460,6/9/2023 9:10:49,246,Big Boy,Adopted through animal shelter/rescue group,,Adult (3--6 years),5,Gray tabby/gray tabby with white,,18,9,5,6,5
461,6/9/2023 9:28:46,247,Serena ,Acquired through a friend or relative,,Adult (3--6 years),5 years,Solid black,,7,4,8,5,2
462,6/9/2023 9:29:50,247,Venus,Acquired through a friend or relative,,Adult (3--6 years),5,Solid gray,,8,4,4,4,7
463,6/9/2023 9:31:15,247,Kylo,Adopted through animal shelter/rescue group,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2,Brown tabby/brown tabby with white,,10,8,8,8,8
464,6/9/2023 18:17:45,248,Razzle,Adopted at a cat cafe,,Mature (7--10 years),5,Classic tuxedo (black and white),,16,6,7,2,5
465,6/9/2023 18:40:37,249,Nico,Acquired through a friend or relative,,Kitten (Birth--6 months) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,2 years,Orange tabby/orange tabby with white,,10 pounds,3,3,3,8
466,6/9/2023 18:41:42,249,Remy,Adopted through animal shelter/rescue group,,Kitten (Birth--6 months) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,3 years,Gray tabby/gray tabby with white,,9 pounds,1,5,1,5
467,6/10/2023 10:34:56,250,Billie,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1 year,Orange tabby/orange tabby with white,,8 lbs,8,10,4,4
468,6/10/2023 21:50:46,251,Kat,Acquired through a friend or relative,,Senior (11-14 years),11,Gray tabby/gray tabby with white,,112,5,6,4,8
469,6/11/2023 15:19:14,252,Zeus,Received as a gift,,Adult (3--6 years),2018,Brown tabby/brown tabby with white,,10lbs,5,8,10,5
470,6/13/2023 8:13:05,253,Cowboy,Adopted through animal shelter/rescue group,,Adult (3--6 years),5,Classic tuxedo (black and white),,20,10,8,3,2
471,6/13/2023 15:55:35,254,Karibu,Adopted through animal shelter/rescue group,,Mature (7--10 years),7 years,Solid black,,roughly 9 lbs,4,9,3,8
472,6/13/2023 19:54:33,255,Cash,Found as a stray,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1,Solid black,,7,3,10,4,8
473,6/13/2023 19:56:02,255,Penny,Adopted through animal shelter/rescue group,,Junior (7 months--2 years) KITTENS UNDER 1 YEAR OLD MAY NOT BE INCLUDED IN THE FINAL ANALYSIS,1,Brown tabby/brown tabby with white,,8,1,5,2,3
474,7/6/2023 11:41:41,256,Morty,Adopted at a cat cafe,,Adult (3--6 years),4,Solid black,,12,1,1,2,10
475,7/6/2023 11:46:57,256,Indiana,Adopted at a cat cafe,,Adult (3--6 years),4,Orange tabby/orange tabby with white,,15,5,8,3,2
476,7/6/2023 11:48:30,256,Jaxie,Found as a stray,,Adult (3--6 years),3,Orange tabby/orange tabby with white,,10,2,8,5,6
